BN,FPE,Form ID,200,210,220,230,240,250,260
816442172RR0001,2021-12-31,25,57600,Y,N,,N,N,N
119062438RR0001,2021-12-31,25,5000,N,N,,N,Y,N
107386864RR0001,2021-12-31,25,,N,N,,N,N,N
865721559RR0001,2021-12-31,25,61181,Y,N,,N,N,N
814164323RR0001,2021-12-31,25,7099,Y,N,,N,N,Y
888133394RR0001,2021-12-31,25,107456,Y,N,,Y,N,N
860310663RR0001,2021-12-31,25,,Y,N,,N,N,N
107275976RR0001,2021-12-31,25,,N,N,,N,N,N
829726041RR0001,2021-12-31,25,0,N,N,,N,Y,N
891316093RR0001,2021-12-31,25,1588,N,N,,N,N,N
107507394RR0001,2021-12-31,25,34324,Y,N,,N,Y,N
858984206RR0001,2021-12-31,25,87583,Y,N,,N,N,N
834443327RR0001,2021-12-31,25,336112,Y,N,,Y,Y,N
107831539RR0001,2021-12-31,25,7770,Y,N,,N,N,N
889486445RR0001,2021-12-31,25,6527,Y,N,,N,N,N
131654493RR0001,2021-12-31,25,,Y,N,,N,N,N
730430287RR0001,2021-12-31,25,15048,N,N,,Y,Y,Y
856338876RR0001,2021-12-31,25,15487,N,N,,Y,Y,N
797589926RR0001,2021-12-31,25,193798,N,N,,N,Y,N
119049682RR0001,2021-12-31,25,7472,Y,N,,N,N,N
108042334RR0001,2021-12-31,25,44118,N,N,,N,N,Y
891644577RR0001,2021-12-31,25,7000,Y,N,,N,N,N
872014923RR0001,2021-12-31,25,30991,N,N,,N,N,N
107464711RR0001,2021-12-31,25,105752,N,N,,N,N,N
727867913RR0001,2021-12-31,25,3072,Y,N,,N,Y,N
108010067RR0001,2021-12-31,25,765,N,N,,N,N,N
125731869RR0001,2021-12-31,25,35075,Y,N,,N,N,N
131966566RR0001,2021-12-31,25,22485,Y,,,,,
119068799RR0001,2021-12-31,25,2441930,Y,N,,Y,Y,N
715850079RR0001,2021-12-31,25,16650,N,N,,N,Y,N
892601048RR0001,2021-12-31,25,3100,Y,N,,N,N,N
891789240RR0001,2021-12-31,25,,N,N,,N,Y,N
793540287RR0001,2021-12-31,25,47538,N,N,,N,N,N
894468198RR0001,2021-12-31,25,4753,Y,N,,N,Y,N
119246460RR0001,2021-12-31,25,317770,Y,N,,N,Y,N
809608458RR0001,2021-12-31,25,6761,N,N,,N,N,N
810675835RR0001,2021-12-31,25,62516,Y,N,,N,Y,N
891892465RR0001,2021-12-31,25,,N,N,,N,Y,N
822281283RR0001,2021-12-31,25,6338,N,N,,Y,N,N
139094080RR0001,2021-12-31,25,0,N,N,,Y,Y,N
757302898RR0001,2021-12-31,25,86906,N,N,,N,Y,N
846038685RR0001,2021-12-31,25,4028,N,N,,N,Y,N
851101170RR0001,2021-12-31,25,4370,Y,N,,N,Y,N
107809121RR0001,2021-12-31,25,8089,N,N,,N,N,N
118955285RR0001,2021-12-31,25,6000,Y,N,,N,N,N
798181517RR0001,2021-12-31,25,515338,N,N,,Y,N,N
725342539RR0001,2021-12-31,25,3620,N,N,,N,Y,N
855793949RR0001,2021-12-31,25,15200,Y,N,,Y,Y,N
887593267RR0001,2021-12-31,25,3949915,Y,N,,N,Y,N
861795060RR0001,2021-12-31,25,0,N,N,,N,N,N
107808990RR0001,2021-12-31,25,1846770,Y,N,,Y,Y,N
856638036RR0001,2021-12-31,25,6855,Y,N,,N,N,N
898204870RR0001,2021-12-31,25,69764,N,N,,N,Y,N
768325870RR0001,2021-12-31,25,56400,Y,,,,,
824786842RR0001,2021-12-31,25,9213,Y,N,,Y,N,N
870552213RR0001,2021-12-31,25,14850,Y,N,,N,N,N
846800647RR0001,2021-12-31,25,1069,N,N,,N,Y,N
839804291RR0001,2021-12-31,25,17737,N,N,,Y,N,N
132948498RR0001,2021-12-31,25,655114,Y,N,,N,Y,N
897331732RR0001,2021-12-31,25,,Y,N,,N,N,N
118939347RR0001,2021-12-31,25,132840,N,N,,Y,Y,N
858069404RR0001,2021-12-31,25,,Y,N,,N,Y,N
833382609RR0001,2021-12-31,25,29148,Y,N,,N,Y,N
889887972RR0001,2021-12-31,25,50983,Y,N,,N,N,N
118839604RR0001,2021-12-31,25,,N,N,,N,N,N
831911748RR0001,2021-12-31,25,39602,N,N,,Y,N,N
119065464RR0001,2021-12-31,25,201256,Y,N,,N,Y,N
889677969RR0001,2021-12-31,25,,N,N,,N,Y,N
750406878RR0001,2021-12-31,25,19962,Y,N,,N,N,N
831692884RR0001,2021-12-31,25,33600,Y,N,,N,N,N
893125963RR0001,2021-12-31,25,324272,Y,N,,N,Y,N
742863491RR0001,2021-12-31,25,45000,Y,N,,N,N,N
118898980RR0001,2021-12-31,25,10601,N,N,,N,Y,N
107354334RR0001,2021-12-31,25,184665,Y,N,,N,N,N
860372853RR0001,2021-12-31,25,5137099,N,Y,4081832,Y,N,N
851659953RR0001,2021-12-31,25,9019,N,N,,N,Y,N
866866684RR0001,2021-12-31,25,339414,Y,N,,Y,N,N
859012080RR0001,2021-12-31,25,,N,N,,Y,Y,N
888721669RR0001,2021-12-31,25,3644,Y,N,,N,N,N
108174046RR0001,2021-12-31,25,14700,N,N,,N,Y,N
830215703RR0001,2021-12-31,25,,N,N,,N,Y,Y
119267490RR0001,2021-12-31,25,12826,Y,N,,N,N,N
124449653RR0001,2021-12-31,25,15970,N,N,,N,N,N
845068444RR0001,2021-12-31,25,5154,N,N,,Y,Y,N
837907351RR0001,2021-12-31,25,5439,Y,,,,,
796132520RR0001,2021-12-31,25,1552,,N,,N,Y,N
830164281RR0001,2021-12-31,25,3372,N,N,,N,N,N
863265674RR0001,2021-12-31,25,10212,Y,N,,Y,Y,N
130364656RR0001,2021-12-31,25,,N,N,,N,Y,N
868903576RR0001,2021-12-31,25,300,N,,,,,
135275857RR0001,2021-12-31,25,66000000,Y,Y,21453494,Y,N,N
899034730RR0001,2021-12-31,25,120000,Y,N,,N,N,N
140774456RR0001,2021-12-31,25,846616,Y,N,,N,N,N
118818491RR0083,2021-12-31,25,10038,Y,N,,N,Y,N
118818491RR0075,2021-12-31,25,9375,Y,N,,N,N,N
859856122RR0001,2021-12-31,25,122611,Y,N,,N,N,N
857997670RR0001,2021-12-31,25,4180,Y,N,,N,Y,N
891240079RR0001,2021-12-31,25,6461,Y,N,,N,N,N
123740243RR0001,2021-12-31,25,117529,Y,N,,N,N,N
883530511RR0001,2021-12-31,25,,N,N,,N,Y,N
853062362RR0001,2021-12-31,25,17355,Y,N,,N,N,N
804182525RR0001,2021-12-31,25,1465,Y,N,,N,Y,N
804869881RR0001,2021-12-31,25,,Y,,,,,
885139576RR0001,2021-12-31,25,66604,Y,N,,N,Y,N
106832744RR0001,2021-12-31,25,1399,N,N,,N,N,N
813822970RR0001,2021-12-31,25,,,N,,N,Y,N
841281835RR0001,2021-12-31,25,,N,N,,N,Y,N
821197514RR0001,2021-12-31,25,114962,Y,N,,Y,Y,N
108170572RR0001,2021-12-31,25,64366,Y,N,,Y,N,N
809354277RR0001,2021-12-31,25,14477,N,N,,N,N,N
895910255RR0001,2021-12-31,25,702907,Y,N,,Y,Y,Y
889585469RR0001,2021-12-31,25,1800,N,N,,N,N,N
136474459RR0001,2021-12-31,25,9616,Y,N,,N,N,N
872972807RR0001,2021-12-31,25,1846,N,N,,N,Y,N
834452369RR0001,2021-12-31,25,433119,Y,Y,252481,N,N,N
805167913RR0001,2021-12-31,25,,Y,N,,N,N,N
107650129RR0001,2021-12-31,25,301353,N,N,,Y,N,N
871056206RR0001,2021-12-31,25,293367,Y,N,,Y,Y,N
814030318RR0001,2021-12-31,25,17553,Y,N,,Y,Y,Y
840670566RR0001,2021-12-31,25,93576,N,N,,Y,Y,N
119033033RR0001,2021-12-31,25,892856,Y,N,,N,N,N
841680366RR0001,2021-12-31,25,18691,Y,N,,N,Y,N
108037342RR0001,2021-12-31,25,19596,Y,N,,N,Y,N
877897140RR0001,2021-12-31,25,6425,N,N,,N,Y,N
118874890RR0001,2021-12-31,25,338710,N,N,,N,Y,N
108093659RR0001,2021-12-31,25,68311,N,N,,Y,N,N
129719076RR0001,2021-12-31,25,843822,Y,N,,Y,N,N
799723093RR0001,2021-12-31,25,3389,N,N,,N,Y,N
890155351RR0001,2021-12-31,23,138122,Y,N,,N,N,N
827460924RR0001,2021-12-31,25,1543348,Y,N,,N,N,N
795283092RR0001,2021-12-31,25,49897,Y,N,,N,Y,N
128201845RR0001,2021-12-31,25,785417,Y,N,,Y,Y,N
891140980RR0001,2021-12-31,25,15811,Y,N,,N,N,N
827914326RR0001,2021-12-31,25,,N,N,,N,N,N
790891733RR0001,2021-12-31,25,300000,Y,N,,N,N,N
892956269RR0001,2021-12-31,25,10564,N,N,,N,N,N
817956709RR0001,2021-12-31,25,29645,N,N,,N,N,N
882842776RR0001,2021-12-31,25,23898,Y,N,,N,N,N
888517299RR0001,2021-12-31,25,25000,N,N,,N,Y,N
118929207RR0001,2021-12-31,25,0,N,N,,Y,N,N
820455939RR0001,2021-12-31,25,83203,Y,N,,Y,Y,N
892870346RR0001,2021-12-31,25,1252987,Y,N,,Y,Y,Y
119307031RR0001,2021-12-31,25,30422,Y,N,,N,N,N
118778224RR0001,2021-12-31,25,156386,Y,N,,N,N,N
119151892RR0001,2021-12-31,25,11340,N,N,,N,N,N
132171414RR0001,2021-12-31,25,210346,N,N,,N,N,N
839041381RR0001,2021-12-31,25,21652,N,N,,N,Y,
818119208RR0001,2021-12-31,25,,N,N,,Y,Y,N
807929948RR0001,2021-12-31,25,1534,N,N,,N,N,Y
119264059RR0001,2021-12-31,25,588374,Y,N,,Y,N,N
760014324RR0001,2021-12-31,25,63029,N,N,,Y,Y,N
106923428RR0001,2021-12-31,25,2440,Y,N,,N,N,N
855471587RR0001,2021-12-31,25,154994,Y,N,,N,N,N
832376156RR0001,2021-12-31,25,,N,N,,N,N,N
888758315RR0001,2021-12-31,25,42500,Y,N,,N,N,N
828682971RR0001,2021-12-31,25,61373,Y,N,,N,N,N
812561595RR0001,2021-12-31,25,145541,Y,N,,Y,Y,N
838994937RR0001,2021-12-31,25,,Y,N,,N,N,N
892128265RR0001,2021-12-31,25,371237,N,N,,Y,Y,N
107801755RR0001,2021-12-31,25,2215853,Y,N,,Y,Y,N
100764646RR0001,2021-12-31,25,43908,Y,N,,N,N,N
846573079RR0001,2021-12-31,25,141575,Y,N,,N,Y,N
118780808RR0001,2021-12-31,25,,Y,N,,N,Y,Y
891876914RR0001,2021-12-31,25,,N,N,,N,Y,N
119149417RR0001,2021-12-31,25,370564,N,N,,Y,Y,N
845360536RR0001,2021-12-31,25,1075008,Y,N,,N,N,N
889045449RR0001,2021-12-31,25,59840,Y,N,,N,N,N
890817141RR0001,2021-12-31,25,64818,N,N,,N,Y,N
821672581RR0001,2021-12-31,23,6305,N,N,,N,Y,N
107515462RR0001,2021-12-31,25,,N,,,,,
832411094RR0001,2021-12-31,25,724172,Y,N,,Y,N,N
834055204RR0001,2021-12-31,25,248389,Y,,,,,
118971191RR0001,2021-12-31,25,696448,Y,N,,Y,Y,N
711011890RR0001,2021-12-31,25,,Y,N,,N,Y,N
869560292RR0001,2021-12-31,25,251650,Y,N,,Y,Y,N
118934025RR0001,2021-12-31,25,498,N,N,,N,N,N
840131320RR0001,2021-12-31,25,26550,Y,N,,N,N,N
141141523RR0001,2021-12-31,25,21310,N,N,,N,N,N
118942465RR0001,2021-12-31,25,420,Y,N,,N,N,N
899807457RR0001,2021-12-31,25,157479,Y,N,,Y,Y,N
119211282RR0001,2021-12-31,25,4318356,Y,Y,4092888,Y,N,N
836318303RR0001,2021-12-31,25,42763,Y,N,,N,Y,N
118787142RR0032,2021-12-31,25,13208,Y,N,,N,N,N
107608101RR0001,2021-12-31,25,1734592,Y,N,,N,Y,N
841459423RR0001,2021-10-31,25,45412,Y,N,,Y,Y,N
888193240RR0001,2021-12-31,25,2400,N,N,,N,Y,N
890413867RR0001,2021-12-31,25,15000,N,N,,N,N,N
119016533RR0001,2021-12-31,25,,Y,N,,N,N,N
850950106RR0001,2021-12-31,25,4914,,N,,N,N,N
817250459RR0001,2021-12-31,25,146242,N,N,,Y,Y,N
859148736RR0001,2021-12-31,25,1748392,Y,N,,N,N,N
849662887RR0001,2021-12-31,25,52791,Y,N,,Y,N,N
870966033RR0001,2021-12-31,25,22000,N,N,,Y,Y,N
781609672RR0001,2021-12-31,25,66683,Y,N,,N,N,N
800815953RR0001,2021-12-31,25,16457,Y,N,,N,Y,N
118980382RR0001,2021-12-31,25,100000,Y,N,,N,N,N
118782721RR0001,2021-12-31,25,80000,N,N,,N,N,N
889051256RR0001,2021-12-31,25,652,N,N,,Y,Y,N
852903814RR0001,2021-12-31,25,32720,Y,N,,N,N,N
118846526RR0001,2021-12-31,25,17387,N,N,,N,Y,N
103115812RR0001,2021-12-31,25,1032080,Y,N,,N,N,N
864980438RR0001,2021-12-30,24,15000,N,N,,N,N,N
893540419RR0001,2021-12-31,25,1685309,Y,N,,N,Y,N
832539233RR0001,2021-12-31,25,27000,N,N,,N,Y,N
106868847RR0001,2021-12-31,25,1931867,Y,N,,Y,Y,N
812265403RR0001,2021-12-31,25,1000,Y,N,,N,N,N
107779746RR0002,2021-12-31,25,436780,N,N,,Y,Y,N
100764638RR0001,2021-12-31,25,400000,Y,N,,N,N,N
107779746RR0001,2021-12-31,25,40264,N,N,,Y,Y,N
107983579RR0001,2021-12-31,25,3411258,Y,N,,N,N,N
802266403RR0001,2021-12-31,25,14670,Y,N,,N,N,N
838736924RR0001,2021-12-31,25,176502,Y,N,,N,Y,N
803492925RR0001,2021-12-31,25,113278,Y,N,,N,N,N
850449919RR0001,2021-12-31,25,36628,Y,N,,N,N,N
890803497RR0001,2021-12-31,25,19500,Y,N,,N,N,N
119113488RR0001,2021-12-31,25,,N,N,,N,N,N
132180522RR0001,2021-12-31,25,13800,N,N,,N,Y,N
890675770RR0001,2021-12-31,25,2895,N,N,,N,N,N
119043768RR0001,2021-12-31,25,11953,Y,N,,N,N,N
106727688RR0001,2021-12-31,25,1500,Y,N,,N,N,N
118950377RR0001,2021-12-31,25,20330,Y,N,,Y,Y,N
108135641RR0001,2021-12-31,25,126322,N,N,,Y,N,N
827599580RR0001,2021-12-31,25,,Y,N,,N,N,N
892200528RR0001,2021-12-31,25,12139,Y,N,,N,N,N
118833573RR0001,2021-12-31,25,,N,N,,N,Y,Y
806305678RR0001,2021-12-31,25,257092,N,N,,N,Y,N
119032480RR0001,2021-12-31,25,2368,Y,N,,N,N,N
108231218RR0001,2021-12-31,25,51686,Y,N,,N,Y,N
866283153RR0001,2021-12-31,24,3600,Y,N,,N,N,N
810338723RR0001,2021-12-31,25,145309,N,N,,N,N,Y
134175868RR0001,2021-12-31,25,92184,Y,N,,N,N,N
119050292RR0001,2021-12-31,25,3862983,N,N,,Y,Y,N
875424715RR0001,2021-12-31,23,11500,Y,N,,N,N,N
889928396RR0001,2021-12-31,25,31049,N,N,,N,Y,N
823439443RR0001,2021-12-31,25,27131,N,N,,N,N,N
140774472RR0001,2021-12-31,25,802021,Y,N,,N,N,N
809441462RR0001,2021-12-31,25,,Y,N,,Y,Y,N
858529753RR0001,2021-12-31,25,41442,Y,N,,Y,Y,N
817776479RR0001,2021-12-31,25,151390,N,N,,Y,Y,N
828391326RR0001,2021-12-31,25,89258,N,N,,Y,Y,N
118970094RR0001,2021-12-31,25,55929,Y,N,,N,Y,N
133593939RR0001,2021-12-31,25,44864,N,N,,N,Y,N
802306332RR0001,2021-12-31,25,88584,Y,,,,,
833948326RR0001,2021-12-31,25,,N,,,,,
140470253RR0001,2021-12-31,25,160000,N,N,,N,Y,N
119014488RR0001,2021-12-31,25,49242,Y,N,,N,Y,N
845700558RR0001,2021-12-31,25,6000,Y,N,,N,N,N
134961671RR0001,2021-12-31,25,77680,Y,N,,Y,Y,N
840986848RR0001,2021-12-31,25,22004,Y,N,,N,N,N
890578149RR0001,2021-12-31,25,,Y,N,,N,N,N
767293517RR0002,2021-12-31,25,30389,N,,,,,
831380423RR0001,2021-12-31,25,29559,Y,N,,N,Y,N
132551730RR0001,2021-12-31,25,18695,N,N,,N,N,N
119266583RR0001,2021-12-31,25,1171,Y,,,,,
809607856RR0001,2021-12-31,25,3400,N,N,,N,N,N
892543562RR0001,2021-12-31,25,24751,Y,N,,N,N,N
127700508RR0001,2021-12-31,25,148355,N,N,,N,Y,N
119230829RR0001,2021-12-31,25,4000,N,N,,N,N,N
888518305RR0001,2021-12-31,25,8277,N,N,,N,N,N
808610042RR0001,2021-12-31,25,9720,Y,N,,Y,Y,N
892019175RR0001,2021-12-31,25,6700,N,N,,N,N,N
107706772RR0001,2021-12-31,25,6000,N,N,,N,N,N
720450139RR0001,2021-09-30,25,1397,Y,N,,N,N,N
890074172RR0001,2021-12-31,25,58694,Y,N,,N,N,N
119918803RR0001,2021-12-31,24,,N,N,,N,N,N
890245772RR0001,2021-12-31,25,28000,Y,N,,Y,Y,N
835452145RR0001,2021-12-31,25,82051,Y,N,,N,N,N
138247259RR0001,2021-12-31,25,3941921,Y,N,,N,N,N
896356102RR0001,2021-12-31,25,,N,N,,N,N,N
135814655RR0001,2021-12-31,25,,Y,N,,N,N,N
119042521RR0001,2021-12-31,25,10000,Y,N,,N,Y,N
108196072RR0001,2021-12-31,25,,N,N,,N,Y,N
889765574RR0001,2021-12-31,25,27843,N,N,,N,Y,N
850667775RR0001,2021-12-31,25,,Y,N,,N,N,N
897755195RR0001,2021-12-31,25,54749,N,N,,N,N,N
733908081RR0001,2021-12-31,25,77551,N,N,,N,Y,N
895505907RR0001,2021-12-31,25,,N,N,,N,N,N
119304681RR0001,2021-12-31,25,30794,Y,N,,N,Y,N
862587078RR0001,2021-12-31,25,22500,Y,N,,N,Y,N
106974538RR0001,2021-12-31,25,,,,,,,
118932037RR0001,2021-12-31,25,2612,N,N,,N,N,N
137976650RR0001,2021-12-31,25,272724,Y,N,,N,Y,N
805838406RR0001,2021-12-31,25,92426,N,N,,N,Y,N
892192444RR0001,2021-12-31,25,6271,N,N,,N,N,N
867736001RR0001,2021-12-31,25,12522,Y,N,,N,N,N
107909939RR0076,2021-12-31,25,159875,Y,N,,Y,N,N
891798589RR0001,2021-12-31,25,7003,Y,N,,N,Y,N
119120657RR0001,2021-12-31,25,11744,Y,N,,N,N,N
736525486RR0001,2021-12-31,25,205542,Y,N,,N,N,N
816351696RR0001,2021-12-31,25,,Y,N,,N,Y,N
863467551RR0001,2021-12-31,25,20648,N,N,,N,N,N
765720099RR0001,2021-12-31,25,29361,Y,,,,,
890419799RR0001,2021-12-31,25,53500,N,N,,N,N,N
855016267RR0001,2021-12-31,25,619605,Y,Y,312784,Y,N,N
140784406RR0001,2021-12-31,25,9821,N,N,,Y,N,N
815640487RR0001,2021-12-31,25,98407,N,N,,N,Y,N
836856567RR0001,2021-12-31,25,16743,N,N,,N,N,N
827794132RR0001,2021-12-31,25,37080,Y,N,,N,N,N
850550807RR0001,2021-12-31,25,,Y,N,,N,Y,N
863953618RR0001,2021-12-31,25,3946530,Y,N,,Y,Y,N
809139892RR0001,2021-12-31,25,1142590,Y,N,,N,N,N
107910259RR0228,2021-12-31,25,13300,Y,N,,N,N,N
805943552RR0001,2021-12-31,25,7625,Y,N,,N,N,N
888934197RR0001,2021-12-31,25,40000,Y,N,,N,N,N
105474183RR0001,2021-12-31,25,5949,N,N,,N,N,N
119282119RR0001,2021-12-31,25,189341,Y,N,,Y,N,N
119058980RR0001,2021-12-31,24,51400,Y,N,,N,N,N
892264979RR0001,2021-12-31,25,67605,Y,,,N,N,N
890144447RR0001,2021-12-31,25,15623,Y,N,,N,Y,N
890561848RR0001,2021-12-31,25,175000,Y,N,,N,N,N
778352690RR0001,2021-12-31,25,160000,Y,N,,N,N,N
848283347RR0001,2021-12-31,25,132629,N,N,,N,Y,Y
898992151RR0001,2021-12-31,25,,N,N,,N,Y,Y
883272122RR0001,2021-12-31,25,549830,Y,N,,N,Y,N
855196598RR0001,2021-12-31,25,16000,Y,N,,N,N,N
856310701RR0001,2021-12-31,25,8000,N,N,,N,N,N
861752889RR0001,2021-12-31,25,0,N,N,,N,Y,N
107384802RR0001,2021-12-31,25,10394,N,N,,N,Y,N
849058888RR0001,2021-12-31,25,12150,Y,N,,N,N,N
857467625RR0001,2021-12-31,25,157004,N,N,,Y,Y,N
821453503RR0001,2021-12-31,25,95149,N,N,,Y,N,N
119259414RR0001,2021-12-31,25,37512,Y,N,,N,N,N
119159200RR0001,2021-12-31,25,,Y,N,,N,N,N
886337211RR0001,2021-12-31,25,11200,Y,N,,N,N,N
711007088RR0001,2021-12-31,25,75511,N,N,,N,Y,N
862235124RR0001,2021-12-31,25,141906,Y,N,,N,N,N
107771958RR0001,2021-12-31,25,9500,Y,N,,N,N,N
828374314RR0001,2021-12-31,25,230540,Y,N,,Y,Y,N
844513978RR0001,2021-12-31,25,19480,Y,N,,N,N,N
751638123RR0001,2021-12-31,25,4952,N,N,,N,N,N
841861826RR0001,2021-12-31,25,9172,Y,N,,N,N,N
861893790RR0001,2021-12-31,25,135972,N,N,,N,Y,N
835944240RR0001,2021-12-31,25,29500,Y,N,,N,N,N
827531922RR0001,2021-12-31,25,860226,Y,N,,N,N,N
852321843RR0001,2021-12-31,25,26875,N,N,,N,Y,N
889138061RR0001,2021-12-31,25,45000,Y,N,,N,N,N
119156479RR0001,2021-12-31,25,7835,N,N,,Y,Y,N
856373154RR0001,2021-12-30,25,23025,Y,N,,N,N,N
862550886RR0001,2021-12-31,25,28698,N,N,,N,Y,N
885731018RR0002,2021-12-31,25,1300000,Y,N,,N,N,N
712380286RR0001,2021-12-31,25,2600,Y,N,,N,N,N
855606091RR0001,2021-12-31,25,54576,N,N,,N,N,N
836435503RR0001,2021-12-31,25,27510,N,N,,Y,Y,N
118822022RR0001,2021-12-31,25,30229,Y,N,,N,Y,N
823421441RR0001,2021-12-31,25,450,N,N,,N,N,N
835592684RR0001,2021-12-31,25,203010,Y,N,,N,Y,N
863303137RR0001,2021-12-31,25,6767576,Y,Y,6429379,Y,N,N
894585165RR0001,2021-12-31,25,10478,Y,N,,N,N,N
119142164RR0001,2021-12-31,25,82584,N,N,,N,N,N
135323756RR0001,2021-12-31,25,1236128,Y,N,,N,N,N
107534877RR0001,2021-12-31,25,1972377,Y,N,,N,N,N
837299262RR0001,2021-12-31,25,105000,Y,N,,N,Y,N
892782574RR0001,2021-12-31,23,92116,Y,N,,N,N,N
131856213RR0001,2021-12-31,25,,N,N,,N,N,N
830321873RR0001,2021-12-31,25,30066,N,N,,N,N,N
832545180RR0001,2021-12-31,25,74258,N,N,,N,Y,N
118967785RR0009,2021-12-31,25,74796,N,N,,Y,N,N
896260718RR0001,2021-12-31,25,4349,Y,N,,N,N,N
811033463RR0001,2021-12-31,25,26948,Y,N,,N,N,N
119274397RR0001,2021-12-31,25,1200,N,N,,N,Y,N
869164178RR0001,2021-12-31,25,231252,N,N,,Y,Y,N
855750659RR0001,2021-12-31,25,176050,Y,N,,Y,Y,N
894863679RR0001,2021-12-31,25,12043,Y,N,,N,N,N
118830983RR0001,2021-12-31,25,1463094,Y,N,,Y,N,N
119210003RR0001,2021-12-31,24,36274,N,N,,N,Y,N
891905408RR0001,2021-12-31,25,156443,Y,N,,N,N,N
108172040RR0001,2021-12-31,25,3911,Y,N,,N,N,N
119151108RR0001,2021-12-31,25,3857889,N,N,,Y,N,N
127654135RR0001,2021-12-31,25,32300,Y,N,,N,N,N
723436713RR0001,2021-12-31,25,5215,Y,N,,N,N,N
759217516RR0001,2021-12-31,25,6355,Y,N,,N,Y,N
119285625RR0001,2021-12-31,25,36562,N,N,,Y,Y,N
107910259RR0015,2021-12-31,25,10356,Y,N,,N,N,N
752047126RR0001,2021-12-31,25,251802,Y,N,,N,N,N
108044769RR0001,2021-12-31,25,15000,N,N,,N,Y,N
810593012RR0001,2021-12-31,25,41851,Y,N,,N,N,N
140913773RR0001,2021-12-31,25,1555480,Y,N,,Y,N,N
119117315RR0001,2021-12-31,25,,N,N,,N,N,N
139997969RR0001,2021-12-31,25,68111,N,N,,N,Y,Y
822523288RR0001,2021-12-31,25,345917,Y,N,,N,N,N
826197790RR0001,2021-12-31,25,49532,N,N,,Y,N,N
138792379RR0001,2021-12-31,25,27937,N,N,,Y,Y,N
106789118RR0001,2021-12-31,25,2645,Y,N,,N,N,N
858330640RR0001,2021-12-31,25,125144,Y,N,,Y,Y,N
868544362RR0001,2021-12-31,25,1267717,Y,N,,N,N,Y
107526196RR0001,2021-12-31,25,1796220,N,N,,Y,Y,N
119019149RR0001,2021-12-31,25,95391,Y,N,,Y,N,N
119307171RR0001,2021-12-31,25,17710,Y,N,,N,N,N
119109817RR0010,2021-12-31,25,12712,Y,N,,N,N,N
856573795RR0001,2021-12-31,25,294725,N,N,,N,Y,N
132421215RR0001,2021-12-31,25,,N,N,,N,N,N
817605025RR0001,2021-12-31,25,16420,N,N,,N,Y,N
844683342RR0001,2021-12-31,25,110000,Y,N,,N,N,N
822245098RR0001,2021-12-31,25,1605493,Y,N,,Y,Y,N
875009425RR0001,2021-12-31,25,27735,Y,N,,N,N,N
881180418RR0001,2021-12-31,25,15141,N,N,,N,N,N
864162789RR0001,2021-12-31,25,1139,Y,N,,N,Y,N
803976075RR0001,2021-12-31,25,44853,Y,N,,N,N,N
736099292RR0001,2021-12-31,25,19607,Y,N,,N,N,N
118794403RR0001,2021-12-31,25,800,N,N,,N,N,N
778450312RR0001,2021-12-31,25,14391,N,N,,N,N,N
107269714RR0001,2021-12-31,25,903,N,N,,N,N,N
119003580RR0001,2021-12-31,25,40741,N,N,,N,N,N
833320872RR0001,2021-12-31,25,2320,N,N,,N,Y,N
107444713RR0001,2021-12-31,25,500,N,N,,N,N,N
118970250RR0001,2021-12-31,25,5755,N,N,,N,Y,N
895349124RR0001,2021-12-31,25,50069,Y,N,,N,N,N
872737309RR0001,2021-12-31,25,954432,Y,N,,Y,N,N
752421891RR0001,2021-12-31,25,2500,N,N,,N,N,N
812265114RR0001,2021-12-31,25,23853,Y,N,,N,N,N
790223119RR0001,2021-12-31,25,1479298,Y,N,,N,N,N
813625316RR0001,2021-12-31,25,1630,Y,N,,N,N,N
106915598RR0001,2021-12-31,25,5567,N,N,,Y,N,Y
831078928RR0001,2021-12-31,25,46887,Y,N,,N,N,N
817009277RR0001,2021-12-31,25,39534,Y,N,,N,N,N
134811793RR0001,2021-12-31,25,73131,N,N,,Y,N,N
848981148RR0001,2021-12-31,25,5165,Y,N,,N,N,N
858758279RR0001,2021-12-31,25,,N,N,,N,N,N
828637785RR0001,2021-12-31,25,64790,N,N,,N,Y,N
140442559RR0001,2021-12-31,25,12000,N,N,,N,Y,N
108098856RR0001,2021-12-31,25,,Y,N,,N,Y,N
866743727RR0001,2021-12-31,25,24226,N,N,,N,Y,N
870771508RR0001,2021-12-31,25,18266,Y,N,,N,N,N
118885581RR0001,2021-12-31,25,76497,Y,N,,N,Y,N
119150837RR0001,2021-12-31,25,107733,Y,N,,N,N,N
878276922RR0001,2021-12-31,25,,N,N,,N,Y,N
872766514RR0001,2021-12-31,25,10411,N,N,,N,Y,N
133897561RR0001,2021-12-31,25,10400,N,N,,N,N,Y
840576987RR0001,2021-12-31,25,125299,Y,N,,N,Y,N
812229771RR0001,2021-12-31,25,,N,N,,N,N,N
896789310RR0001,2021-12-31,25,,N,N,,N,N,N
108097833RR0001,2021-12-31,25,380050,Y,N,,N,Y,N
108084658RR0090,2021-12-31,25,0,N,N,,N,N,N
861820785RR0001,2021-12-31,25,402415,Y,N,,N,N,N
863736310RR0001,2021-12-31,25,723399,Y,N,,N,N,N
118950120RR0001,2021-12-31,25,849338,Y,N,,N,N,N
833624075RR0001,2021-12-31,25,10000,N,N,,N,N,N
